Business name,URL,Category/type,Location,Loaded successfully,First impression score,Visual quality score,Mobile conversion score,CTA clarity score,Trust signal score,Offer clarity score,Form/friction score,Speed/performance notes,SEO/local SEO notes,Standout design/conversion ideas,Weaknesses to avoid,Screenshot path,Discovery path,Discovery query,Reviewed at
GreenDesertLandscaping,https://www.greendesertlandscaping.com/,lawn care; hardscaping; irrigation; artificial turf; landscape design-build,,true,8,9,7,7,6,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Home - GreenDesertLandscaping. H1: not detected. Schema detected. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/037-greendesertlandscaping-com.jpg,lead-sheet/domain-guess,Green Desert Landscape,2026-06-17T00:07:09.054Z
Leo&#039;s Landscape,https://www.landscapingbyleo.com/,hardscaping; commercial landscaping; tree care,"Your Trusted Partner in Watertown, WI",true,10,8,9,10,6,8,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Landscaping Watertown WI | Leo&#039;s Landscape. H1: Tree Trimming, Tree Removal, Landscaping, Retaining Walls and Concrete. Schema detected. Location signal: Your Trusted Partner in Watertown, WI.",Primary quote/call CTA is easy to find.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/041-landscapingbyleo-com.jpg,lead-sheet/domain-guess,Landscaping by Leo,2026-06-17T00:07:11.629Z
Queen Creek Irrigation &amp; Sprinkler,https://www.queencreeksprinkler.com/,hardscaping; irrigation; outdoor living,,true,10,9,8,8,9,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Queen Creek Irrigation &amp; Sprinkler | Installation &amp; Repair in AZ. H1: Irrigation & Sprinkler Experts in Queen Creek & Surrounding Areas. Schema detected. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/041-queencreeksprinkler-com.jpg,lead-sheet/domain-guess,Queen Creek Sprinkler Services,2026-06-17T00:07:12.120Z
Lawn Care & Landscaping Service,https://cprturflandscaping.com/,lawn care; irrigation,,true,9,8,7,7,9,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Lawn Care & Landscaping Service | Mowing & Maintenance | Call (877) 785-0302. H1: LAWN CARE. No schema detected in homepage HTML. Location signal not obvious from homepage text.,"Uses reviews, licensing, guarantees, awards, or years-in-business proof.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/041-cprturflandscaping-com.jpg,lead-sheet/domain-guess,"CPR Turf & Landscaping, LLC",2026-06-17T00:07:12.840Z
MesaPros Local Services &#8211; Find Trusted Local Services in Mesa Arizona,https://mesapros.com/,lawn care,"Local Services in Mesa, AZ",true,4,4,4,4,3,5,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: MesaPros Local Services &#8211; Find Trusted Local Services in Mesa Arizona. H1: not detected. Schema detected. Location signal: Local Services in Mesa, AZ.",Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Services/offers are not immediately clear. Phone number is not obvious in captured homepage text.,research/screenshots/042-mesapros-com.jpg,lead-sheet/domain-guess,Mesa Landscape Design Pros,2026-06-17T00:07:14.099Z
PRESCRIPTION LANDSCAPE INC,https://rxlandscape.com/,lawn care; irrigation; artificial turf; landscape design-build; commercial landscaping; tree care,"Bloomington, MN",true,8,7,7,7,4,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: PRESCRIPTION LANDSCAPE INC Prescription Landscape. H1: HOME. Schema detected. Location signal: Bloomington, MN.",Basic landscaping service presentation with limited standout conversion pattern.,Trust proof is thin above the main homepage content. No homepage form detected; conversion path may require extra clicks.,research/screenshots/044-rxlandscape-com.jpg,lead-sheet/domain-guess,RX Landscape,2026-06-17T00:07:14.572Z
"Ricky&#39;s Excavating Grading, Snow Services 262-512-1200",https://rxlandscaping.com/,hardscaping; commercial landscaping,"Excavating Menomonee Falls, WI",true,7,5,8,8,5,5,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Ricky&#x27;s Excavating. H1: EXPERT CONSTRUCTION SERVICES IN SE WI. Schema detected. Location signal: Excavating Menomonee Falls, WI.",Primary quote/call CTA is easy to find.,Trust proof is thin above the main homepage content. Services/offers are not immediately clear.,research/screenshots/044-rxlandscaping-com.jpg,lead-sheet/domain-guess,RX Landscape,2026-06-17T00:07:15.154Z
Spaceship,https://zionlandscaping.com/,landscaping,"Phoenix, AZ",true,8,6,3,3,2,6,4,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: ZionLandscaping.com for sale | Spaceship.com. H1: ZionLandscaping.com. Schema detected. Location signal: Phoenix, AZ.",Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Phone number is not obvious in captured homepage text. No homepage form detected; conversion path may require extra clicks.,research/screenshots/047-zionlandscaping-com.jpg,lead-sheet/domain-guess,"Zion Landscaping Services, LLC",2026-06-17T00:07:17.179Z
Your Irrigation Guy,https://yourirrigationguy.com/,irrigation,,true,7,3,5,5,2,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Your Irrigation Guy. H1: Your irrigation partner for success. No schema detected in homepage HTML. Location signal not obvious from homepage text.,Basic landscaping service presentation with limited standout conversion pattern.,CTA language is weak or hard to locate. Trust proof is thin above the main homepage content. Phone number is not obvious in captured homepage text.,research/screenshots/047-yourirrigationguy-com.jpg,lead-sheet/domain-guess,Your irrigation guy LLC,2026-06-17T00:07:17.902Z
Happy Tree & Landscaping LLC,https://www.happytreelandscaping.com/,lawn care; irrigation; landscape design-build; commercial landscaping,,true,10,10,8,9,9,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Landscaping Indianapolis | Happy Tree & Landscaping LLC. H1: Landscaping Indianapolis. No schema detected in homepage HTML. Location signal not obvious from homepage text.,"Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/047-happytreelandscaping-com.jpg,lead-sheet/domain-guess,Happy Tree Landscaping,2026-06-17T00:07:18.601Z
Arizona Yard Cleanup &amp; Maintenance &#8211; Your yard is overdue? We&#039;ll transform ,https://yardworkaz.com/,artificial turf; commercial landscaping,,true,10,9,8,8,7,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,Title: Arizona Yard Cleanup &amp; Maintenance &#8211; Your yard is overdue? We&#039;ll transform it back to clean and beautiful—fast.. H1: Arizona Yard Cleanup & Maintenance. Schema detected. Location signal not obvious from homepage text.,Primary quote/call CTA is easy to find. Before/after proof supports homeowner confidence. Service area language supports local intent.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/050-yardworkaz-com.jpg,lead-sheet/domain-guess,YardworkAZ,2026-06-17T00:07:21.183Z
Zion Outdoors,https://zionoutdoors.com/,hardscaping; outdoor living; artificial turf; commercial landscaping,"Austin, TX",true,10,10,9,10,10,9,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Outdoor Resurfacing: The Best Concrete Resurfacing Contractor in Texas | Zion Outdoors. H1: Texas Outdoor Resurfacing Experts: Pool Decks, Patios, Walkways and Driveways. Schema detected. Location signal: Austin, TX.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Before/after proof supports homeowner confidence. Portfolio/gallery helps prove finished-work quality.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/050-zionoutdoors-com.jpg,lead-sheet/domain-guess,"Zion Landscaping Services, LLC",2026-06-17T00:07:21.570Z
Mac&#039;s Landscaping,https://macslandscaping.com/,hardscaping; landscape design-build; commercial landscaping,"Burlington, MA",true,8,9,8,8,6,6,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Home - Mac&#039;s Landscaping. H1: Elevate Your Outdoor Space!. Schema detected. Location signal: Burlington, MA.",Primary quote/call CTA is easy to find.,Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/048-macslandscaping-com.jpg,lead-sheet/domain-guess,Mac's Lawn Service,2026-06-17T00:07:21.789Z
Zion Landscaping Services LLC: Best Destin Lawn Care &amp; Landscape Design,https://www.zionlandscapingservices.com/,lawn care; irrigation; outdoor living; landscape design-build; tree care,"Destin green and thriving. Miramar Beach, FL",true,10,10,8,9,8,10,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Zion Landscaping Services LLC: Best Destin Lawn Care &amp; Landscape Design. H1: Local Landscaping & Lawn Maintenance Services You Can Rely On!. Schema detected. Location signal: Destin green and thriving. Miramar Beach, FL.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/051-zionlandscapingservices-com.jpg,lead-sheet/domain-guess,"Zion Landscaping Services, LLC",2026-06-17T00:07:23.204Z
YardSale Landscapes,https://yardsalelandscapes.com/,hardscaping; irrigation; outdoor living; artificial turf,,true,8,10,7,7,8,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: YardSale Landscapes | Premium Phoenix Landscaping, Honest Prices. H1: not detected. No schema detected in homepage HTML. Location signal not obvious from homepage text.","Uses reviews, licensing, guarantees, awards, or years-in-business proof. Service area language supports local intent.",No homepage form detected; conversion path may require extra clicks.,research/screenshots/053-yardsalelandscapes-com.jpg,lead-sheet/domain-guess,Yardsale Landscapes,2026-06-17T00:07:23.586Z
Commercial Landscaping Services,https://www.yellowstonelandscape.com/,irrigation; commercial landscaping; tree care,"Atlanta, GA",true,10,9,8,8,7,8,6,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Commercial Landscaping Services | Landscape Maintenance | Yellowstone Landscape. H1: Commercial Landscaping to Make You Look Your Absolute Best. Schema detected. Location signal: Atlanta, GA.",Primary quote/call CTA is easy to find. Portfolio/gallery helps prove finished-work quality.,No homepage form detected; conversion path may require extra clicks.,research/screenshots/055-yellowstonelandscape-com.jpg,lead-sheet/domain-guess,Yellowstone Landscape,2026-06-17T00:07:25.029Z
"Phoenix, AZ Artificial Grass &amp; Putting Greens: Design &amp; Installation 2",https://www.usgrassandgreens.com/,hardscaping; artificial turf; commercial landscaping,"Phoenix, AZ",true,8,10,8,8,8,7,7,Browser loaded homepage DOM and captured first viewport; perceived speed risk rises if heavy media delayed the 18s audit timeout.,"Title: Phoenix, AZ Artificial Grass &amp; Putting Greens: Design &amp; Installation. H1: Checking your browser. Schema detected. Location signal: Phoenix, AZ.","Primary quote/call CTA is easy to find. Uses reviews, licensing, guarantees, awards, or years-in-business proof. Portfolio/gallery helps prove finished-work quality.",Maintain proof density and avoid burying quote path below decorative content.,research/screenshots/056-usgrassandgreens-com.jpg,lead-sheet/domain-guess,US Grass and Greens,2026-06-17T00:07:26.599Z
